HIP,Radeg,Dedeg,Hpmag
60742,186.7346987,28.26861971,4.5164
60746,186.7471005,26.82572161,4.9999
60771,186.8535236,-63.78895991,6.0467
60780,186.8701571,-58.31647944,6.4653
60781,186.8703175,-58.99176922,5.3605
60795,186.8963573,55.7127522,5.774
60809,186.9560543,-16.63185323,6.4522
60813,186.9649956,-4.61528266,6.3223
60823,187.0100483,-50.23060494,3.8436
60851,187.0804623,-64.34096087,6.0672
60855,187.0936914,-39.04113788,5.4365
60861,187.1071245,-61.79483121,6.3726
60870,187.1409978,-56.40726619,6.2996
60904,187.2279909,25.91288819,5.2424
60941,187.3627239,24.1089208,5.5714
60957,187.4300979,20.89618496,5.7199
60965,187.4665968,-16.51509405,2.9449
60969,187.4758088,-56.52496926,5.8666
60978,187.4891616,58.40552655,5.4208
60979,187.4911806,-41.73586137,6.0452
60988,187.512932,51.53556963,6.3263
60992,187.5176011,58.76780974,6.2311
60994,187.5205488,-13.39305279,6.4818
60998,187.5281715,69.20126054,5.0608
61015,187.5727578,-23.6964203,5.727
61053,187.7088221,53.07616525,6.3276
61071,187.7523672,24.56718937,5.4711
61084,187.791372,-57.11256917,1.6299
61103,187.8392837,7.60428306,6.1762
61134,187.9114204,-5.05266659,6.3558
61136,187.9181037,-59.42391408,5.6217
61158,187.9839706,-63.50589886,6.0306
61174,188.0186867,-16.19586548,4.3853
61181,188.0412299,-73.00104287,6.05
61199,188.1171294,-72.13297568,3.7903
61212,188.1503609,-13.85897438,5.8265
61246,188.2621197,10.29566072,6.4525
61270,188.3427834,-19.79248608,6.3405
61281,188.3710105,69.78820988,3.8414
61295,188.3926121,24.28300496,6.3028
61296,188.3927876,-12.83032849,5.736
61309,188.4121026,33.24766012,5.5863
61317,188.4378855,41.35676763,4.3682
61318,188.4449885,-9.45207762,5.4867
61320,188.447543,33.38469507,6.4056
61328,188.4969037,-49.90969316,6.479
61359,188.5968089,-23.39662293,2.8099
61379,188.6769022,-44.67251627,5.9048
61384,188.6836054,70.02177292,5.0822
61394,188.7129908,22.6291896,4.7908
61404,188.7269318,-67.7568884,5.8298
61415,188.7764453,18.37704227,6.4899
61418,188.7823436,18.37700201,5.1936
61420,188.7839744,21.88143148,6.0242
61443,188.8741076,-61.84139787,6.3617
61468,188.9400607,-41.02194724,5.1872
61496,188.9948871,-20.52735414,6.2802
61498,189.0044753,-39.86944676,5.7935
61557,189.1943585,-50.33537141,6.4127
61558,189.1973781,-5.8318512,5.9056
61571,189.2431421,17.08957846,5.8343
61585,189.2961822,-69.13553368,2.6109
61621,189.4259439,-27.13865865,5.4916
61622,189.4263662,-48.54128815,3.8752
61637,189.5184718,3.28247139,6.3431
61658,189.5935503,1.85470482,5.7286
61688,189.6861946,-18.25016474,6.0751
61692,189.6929003,40.87469553,6.413
61703,189.7181922,-67.1930467,6.2689
61720,189.7645195,-30.42234963,6.0221
61724,189.7806566,21.06258099,5.6508
61740,189.8117186,-7.99550446,4.8251
61748,189.8201955,35.95196539,6.4287
61789,189.9690059,-39.98724157,4.6037
61796,189.9829259,-66.51112229,6.2496
61910,190.3167626,-13.01392067,5.202
61916,190.3460205,-46.14572713,5.9643
61932,190.3800212,-48.95988559,2.146
61936,190.3914568,62.71308189,6.0413
61937,190.3935632,10.42626838,6.2817
61941,190.4166757,-1.44952191,2.8213
61951,190.4562711,-19.75913354,6.1131
61960,190.4708649,10.23584284,4.9058
61966,190.48582,-59.68581082,4.9034
61968,190.4881653,6.80664417,5.5779
61981,190.5209755,-69.40755065,6.4558
62012,190.6481714,-48.81303495,4.8254
62026,190.7074825,-55.94696099,6.064
62027,190.7095117,-63.05861584,5.3375
62058,190.7883843,-56.17619638,5.9724
62103,190.9084253,-1.57681442,6.071
62128,190.9944321,-36.34913473,6.3746
62131,191.0022932,-28.3238612,5.6142
62170,191.1079187,80.62112785,6.3852
62172,191.11302,44.10299659,6.443
62207,191.2486511,39.27857769,6.0723
62212,191.2586088,-68.83074788,6.3
62223,191.2826201,45.44022474,5.3059
62267,191.4046751,7.67331492,5.2975
62268,191.4079848,-60.98116057,4.8538
62322,191.5702907,-68.10809406,2.9789
62325,191.5932483,9.5407895,5.8138
62327,191.5947896,-56.48877965,4.5756
62356,191.6614718,16.57764918,5.2699
62360,191.6925862,-33.31541394,6.0211
62376,191.759537,5.95050833,6.3118
62394,191.8067311,11.95813242,6.1526
62402,191.828856,62.78113891,5.9494
62421,191.8892512,-6.30164891,6.3842
62423,191.8930889,66.79031568,5.5515
62434,191.9304935,-59.68873267,1.1537
62443,191.9642393,3.57272117,6.4869
62448,191.9736355,-24.85174726,6.4142
62478,192.0598512,13.55310074,6.488
62500,192.1098277,-27.59723023,5.8138
62512,192.1639008,60.3198971,5.9399
62516,192.1744142,48.46681228,6.3151
62523,192.1969312,24.84048377,6.4279
62541,192.2258173,14.12263314,5.7177
62561,192.2783217,83.41779142,5.8827
62572,192.307498,83.41285882,5.3944
62576,192.3229682,27.55232616,5.7831
62608,192.4372901,-71.98624525,5.7159
62641,192.5450234,37.5168844,5.9303
62655,192.5813646,-48.45955981,6.2762
62683,192.6716123,-33.99926793,4.8977
62703,192.7412649,-52.78739504,5.7522
62732,192.8249236,-60.32978615,5.8116
62757,192.9037943,3.05673903,6.1787
62763,192.9246993,27.54073415,5.0579
62786,192.9872921,-39.68038465,5.964
62788,192.9915302,-26.73835192,6.2131
62799,193.0227965,-48.09429537,6.3275
62807,193.0510662,17.07395515,6.421
62821,193.1025309,-53.82992637,6.4239
62825,193.1146804,16.12252588,6.3458
62861,193.2677672,-54.95248404,6.0695
62867,193.279069,-48.9432532,4.4793
62875,193.2971294,-3.55308986,6.2183
62886,193.3240442,21.24502027,5.0514
62894,193.3412492,-60.32848621,5.8444
62896,193.3589414,-40.17881856,4.3163
62931,193.4538477,-60.37624006,5.9675
62933,193.4569781,12.41850105,6.3237
62956,193.5068041,55.95984299,1.7545
62972,193.5547829,33.53440335,6.3107
62983,193.5780929,-11.64859569,6.0255
62985,193.5882255,-9.53894652,4.8309
63003,193.6485732,-57.17789113,3.9538
63005,193.6538386,-57.16864394,5.11
63007,193.6634168,-59.14666531,4.5656
63024,193.7355668,47.19673766,5.6709
63031,193.7431182,-85.12342244,5.6111
63033,193.74461,-44.15140652,6.0129
63066,193.8310896,-42.91570149,5.5509
63076,193.8689792,65.43854739,5.3073
63090,193.9020135,3.39759875,3.4405
63109,193.9718943,-15.3270221,6.1936
63117,193.9880824,-56.83580426,5.3713
63121,194.0025238,38.31469153,6.1953
63125,194.0076708,38.31824601,2.8471
63143,194.0735083,54.09948305,5.9036
63152,194.107889,65.99441516,6.4105
63165,194.1321674,-72.18518243,6.0931
63204,194.2427338,-54.58731001,6.4751
63210,194.2682521,-51.19871609,5.1524
63211,194.2825128,46.17692034,6.2731
63220,194.3028479,-12.06692417,6.4562
63243,194.3881908,-22.75346804,6.4732
63340,194.6970955,75.47247504,6.1651
63355,194.731108,17.40936045,4.8555
63414,194.9147729,-3.81194188,5.8511
63432,194.9803161,66.59730755,5.5285
63462,195.0686895,30.78503673,5.0453
63490,195.1362878,-33.50509238,6.0986
63494,195.1498269,-3.36860813,6.1509
63497,195.1619002,18.37286517,6.301
63503,195.1816076,56.36633118,5.0063
63533,195.2900843,17.12320248,6.134
63584,195.4464668,63.61016314,6.1106
63608,195.5448356,10.95910189,2.998
63613,195.565741,-71.54879895,3.7698
63688,195.7723356,-71.47572318,5.9425
63724,195.88895,-49.52723639,4.8466
63738,195.9417787,-20.58350967,5.6918
63820,196.2010351,-41.19628173,6.2798
63822,196.2074248,73.02495233,6.4678
63901,196.4352603,35.79885189,5.1822
63916,196.4678304,45.26848983,5.7937
63945,196.5697099,-48.46325368,4.6551
63948,196.5886797,21.15350992,6.0791
63950,196.5941006,22.61629052,5.405
63952,196.5952587,62.041974,6.3195
63972,196.6460308,-41.58840742,5.7606
64003,196.7259558,-35.86182295,5.6541
64004,196.7277628,-49.90621585,4.2058
64022,196.7946161,27.62490662,4.9175
64033,196.8512916,-59.86049058,6.0816
64053,196.9096688,-53.45971464,5.6901
64077,196.9735833,27.55610791,6.3432
64078,196.974179,-10.74038505,5.3154
64094,197.0298284,-65.30601745,5.4825
64108,197.0855067,-78.44596982,6.4437
64117,197.1159989,-67.79676253,6.3949
64122,197.1353671,-8.9842288,5.7306
64166,197.2636792,-23.11797272,5.1032
64179,197.30176,10.02246782,5.9557
64181,197.3094669,-9.53809916,6.4827
64212,197.4113471,37.42313194,6.1718
64217,197.4251748,38.53387046,6.2191
64224,197.4387018,-10.32930879,6.0791
64226,197.4495312,16.84864854,6.0517
64238,197.4875497,-5.53892927,4.369
64241,197.4981257,17.52911197,4.4292
64246,197.5136191,38.49887226,6.0008
64320,197.7436081,-52.56685341,6.0239
64332,197.7872546,-42.23282808,5.8965
64348,197.8471147,-43.36850518,5.407
64390,197.9640899,-69.94201959,6.01
64394,197.9705111,27.87603771,4.3607
64395,197.9711432,-63.3029855,6.4272
64407,198.0145194,-16.19790312,5.1332
64408,198.0144452,-37.80313624,4.9825
64417,198.0350981,24.25812877,6.4783
64425,198.0734549,-59.92053664,4.5502
64437,198.1060633,80.47128193,6.4163
64445,198.1372983,11.55617019,5.8831
64466,198.2031932,-66.22676622,5.9281
64472,198.211913,-42.69971196,6.3614
64478,198.2321134,-59.81634256,6.3222
64496,198.3022387,18.72712745,6.2645
64515,198.3474277,-50.69978512,5.9112
64520,198.36187,-18.82638116,6.3098
64540,198.4290897,40.15284754,5.1081
64557,198.4908332,-43.13916095,6.2987
64569,198.5183544,-2.80697775,6.0856
64577,198.5457071,-19.93133473,5.4722
64580,198.5506236,-58.68390819,6.0737
64583,198.5642836,-59.10285954,5.0087
64587,198.5723191,-78.44744495,6.0024
64607,198.6301787,11.33178486,5.764
64623,198.6806801,-48.95680473,6.0019
64651,198.7895405,-36.37135763,6.3342
64661,198.8124906,-67.89456339,4.7571
64692,198.883521,40.8551722,5.8342
64725,198.9940927,-19.94282246,5.3748
64774,199.1193985,68.40796119,6.1876
64790,199.1876914,-65.13812584,6.1551
64792,199.194639,9.42369289,5.314
64803,199.2212965,-31.50607658,5.2673
64820,199.3043124,-66.78342286,5.0187
64822,199.3080131,-43.97944135,5.8814
64823,199.3150974,13.67564706,5.482
64838,199.3745539,-0.67604128,6.4325
64844,199.3859881,40.57256274,4.7902
64852,199.4011951,5.46984504,4.8642
64906,199.560585,49.68201507,5.1358
64924,199.6040498,-18.3086104,4.866
64927,199.6154479,34.09829284,5.9579
64933,199.6453806,-51.28574669,6.1932
64951,199.7014028,-79.97596125,6.3412
64962,199.7302225,-23.17141256,3.1521
64979,199.7678034,35.12793583,6.0854
64994,199.8291394,-72.03547768,6.1902
65072,200.0791489,40.15055595,5.7608
65108,200.1461002,-59.77275791,6.2924
65109,200.1502733,-36.71208083,2.7717
65112,200.1577268,-52.74778485,5.4194
65119,200.1733557,2.94231658,6.2932
65129,200.20143,-55.80069809,6.0897
65144,200.2406793,-46.88005831,5.9232
65183,200.3742383,-19.48928658,6.2454
65198,200.423661,2.08737066,5.7157
65230,200.5165486,43.90333385,6.4121
65241,200.5405404,5.15485085,5.9238
65247,200.567874,-52.18295144,5.8719
65271,200.6582492,-60.98835616,4.477
65288,200.7187453,-47.94321903,6.2353
65289,200.7192538,-72.1466739,6.0812
65301,200.7547721,-17.73520383,5.5196
65303,200.7608661,-48.56278553,6.3529
65311,200.7860157,-33.18988732,6.2409
65323,200.8287716,-4.92438795,6.0137
65376,200.9746624,37.03394783,6.1552
65378,200.9809153,54.92541509,2.254
65387,201.0018476,-64.53561682,4.68
65420,201.1380683,-5.16392181,5.8582
65466,201.2778533,23.85443813,5.7862
65468,201.2806682,-74.8874974,5.2101
65474,201.2983523,-11.16124494,0.8891
65477,201.3058984,54.98799865,4.0506
65479,201.3088991,-64.48509211,5.4087
65522,201.4599948,-70.62725073,5.6555
65535,201.5318294,-39.75496497,5.2982
65536,201.5334301,72.39149827,5.9196
65545,201.547837,-1.19248371,6.0254
65550,201.5690707,46.02810366,6.0431
65581,201.6801855,-12.70761269,5.3888
65593,201.7338492,-41.49756487,5.8335
65595,201.7384152,78.64379559,5.8885
65606,201.7766659,-49.14369512,6.3223
65630,201.8360856,-49.38128403,6.2307
65639,201.8634921,-15.97363072,4.9272
65678,201.9988652,52.74564271,6.414
65721,202.1081265,13.78018785,5.1033
65728,202.1132421,59.94570299,5.4734
65755,202.1951018,-69.62711257,6.1753
65783,202.2832669,-64.67577716,6.1448
65790,202.3043177,10.8183959,5.8173
65810,202.3552311,-51.16511488,5.0692
65835,202.4284104,-23.28135756,5.4789
65862,202.5003284,7.17884152,6.3165
65892,202.6070759,-6.47029452,6.185
65936,202.7611184,-39.40727978,4.0636
65951,202.8160083,42.10608631,6.2375
66006,202.9914419,-6.25571056,4.7615
66015,203.0119432,-18.72883645,6.0705
66019,203.0224514,-38.39875399,6.3112
66065,203.149842,-28.69271446,5.7151
66086,203.2007183,24.34720989,6.2462
66091,203.2153687,-15.36301229,5.6871
66098,203.2420461,-10.16490791,5.3724
66152,203.3996681,-65.63262256,6.3634
66198,203.5305209,55.34844977,5.6008
66200,203.5329386,3.65902498,4.9329
66223,203.5910423,38.78920928,6.4401
66234,203.6140561,49.01590586,4.7197
66236,203.6207754,-48.27214537,6.3101
66247,203.6686608,-13.21430631,5.9343
66249,203.6739782,-0.5959383,3.4147
66257,203.6989429,37.18243878,5.0194
66320,203.8803629,-5.3963919,5.8648
66400,204.2021229,-26.49523631,5.7994
66417,204.2462488,24.61330309,5.8021
66427,204.2752162,-44.14316854,6.123
66435,204.2960604,71.24226657,5.6647
66438,204.300837,-61.69157159,5.7357
66454,204.3479059,-46.42784036,5.8727
66458,204.365404,36.29484052,4.8684
66563,204.6755252,-29.56067987,5.9088
66574,204.6909634,-70.44475262,6.2513
66575,204.7040163,-57.6227023,6.1678
66607,204.8001643,-75.68377027,6.3321
66634,204.8774149,52.92107173,5.5045
66640,204.8945183,10.74630151,5.6573
66645,204.9202256,-39.74756784,6.307
66656,204.9524407,-40.05157494,5.7645
66657,204.9719697,-53.46636266,2.2097
66666,204.9995726,-49.95000096,5.5197
66681,205.0450085,-64.57655442,5.8843
66690,205.0651161,31.01181289,6.3734
66700,205.0893251,57.20754192,6.3241
66704,205.0972804,50.51927236,6.4294
66725,205.1630134,28.06514088,6.3714
66727,205.1687421,19.95566312,5.743
66738,205.1845524,54.68166154,4.7124
66753,205.2340639,-85.78599236,5.6183
66763,205.259822,22.49583146,5.7952
66798,205.3742373,64.82243969,5.8763
66803,205.4034613,-8.70308224,5.1029
66821,205.4367281,-54.55936533,4.9755
66849,205.5046754,-58.78704971,5.3788
66860,205.5540966,8.38860608,6.2567
66878,205.5955985,82.75251129,6.0875
66892,205.6203073,41.67425206,6.4555
66903,205.6641003,78.06432593,6.073
66907,205.6809208,34.98899439,6.1381
66924,205.7294282,-41.40095153,6.1304
66925,205.7338249,-56.76795967,5.9761
66936,205.7661842,3.53807955,5.5128
66984,205.9170632,-42.06750984,5.9427
66992,205.9380553,22.70051249,6.2582
67005,205.9783145,52.06442748,6.0369
67036,206.0667838,-51.012406,6.41
67057,206.1242466,-16.17905866,5.7085
67071,206.1904255,-25.5008795,6.3714
67139,206.3962213,-15.76740924,6.2065
67143,206.4039067,-26.11598465,5.8211
67153,206.4231945,-33.0433661,4.3195
67172,206.4847112,-12.42654686,5.6446
67194,206.5568061,41.08884878,5.9497
67199,206.5605868,-54.68331264,6.4692
67210,206.5795771,38.50365631,6.0853
67231,206.6486472,54.43269024,5.6745
67234,206.664035,-51.43269767,4.7986
67239,206.6805623,25.70238084,6.0808
67244,206.7348391,-36.25190491,5.1581
67246,206.7392596,6.35064231,6.464
67250,206.7494786,38.54275009,5.6739
67271,206.8058551,-9.70934869,6.1861
67275,206.8168193,17.45677421,4.5949
67288,206.8556438,-17.85976343,5.4895
67292,206.8649369,-50.24932123,5.9967
67301,206.8856091,49.31330297,1.7994
67304,206.911124,-50.32066697,5.6003
67384,207.1614126,31.19011459,5.7722
67419,207.2584616,-28.36749046,6.0988
67457,207.3614635,-34.45063053,4.1005
67459,207.3695746,15.79780581,4.1588
67464,207.376239,-41.68765986,3.3237
67472,207.4041992,-42.47368514,3.3969
67480,207.428417,21.2640642,5.0624
67485,207.4392854,61.48954568,6.1272
67494,207.468102,-18.13407621,5.1274
67523,207.527258,-29.08124033,6.1963
67545,207.6028034,5.4972218,6.1594
67548,207.6156974,58.53942789,6.4843
67605,207.788369,34.66452997,5.977
67627,207.8580731,64.72328271,4.6219
67648,207.9024012,-36.43300243,6.4485
67663,207.9467942,-46.89863022,5.7124
67664,207.9475984,-69.40124636,5.8297
67665,207.9478729,34.44431782,4.7831
67669,207.9567724,-32.99401664,4.2763
67696,208.0041562,-31.61913635,6.2245
67703,208.0204171,-52.81146394,5.2427
67714,208.0766252,12.16515849,6.1234
67782,208.293179,28.64806219,5.9747
67786,208.3022845,-31.92758659,4.7067
67787,208.3039639,17.93285539,5.8611
67819,208.3867511,-35.66419392,5.6321
67836,208.4296267,-53.37328033,5.8829
67848,208.462676,53.72869224,5.6983
67851,208.467802,-35.31419206,6.3365
67861,208.4885296,-47.12815338,5.82
67890,208.5697986,-28.56942873,6.2127
67927,208.6713183,18.3985867,2.7957
67929,208.6758184,-1.50307126,5.3283
67942,208.7047373,-67.65206428,5.868
67953,208.7429366,-8.05876409,6.2931
67973,208.8007068,-52.16076922,5.6444
68002,208.8851458,-47.28826623,2.4419
68009,208.9124524,-82.6661337,6.0696
68030,208.9590355,14.05648077,6.2758
68065,209.043921,32.03248091,6.3972
68079,209.0828899,-46.59272853,5.9839
68080,209.0833015,-54.13237314,6.1704
68092,209.1162223,1.05054812,5.9656
68101,209.1374403,-54.70411567,6.1446
68103,209.1423443,27.49219825,5.1571
68177,209.3656147,-23.02265201,6.281
68191,209.4122368,-63.68661607,4.8736
68245,209.5678529,-42.10070505,3.7448
68269,209.6299091,-24.97217765,5.1814
68270,209.6303469,-65.80057291,6.363
68276,209.6622033,21.6963207,5.7682
68279,209.6664381,14.64941739,6.1504
68282,209.6698804,-44.80353128,3.7877
68333,209.8227364,-50.36960602,6.0872
68390,210.0010257,-25.0101797,5.875
68431,210.1368912,-78.58995905,6.0966
68455,210.2192269,-66.26885145,6.0467
68478,210.2938866,27.38654765,6.29
68493,210.329502,-40.22194467,6.2754
68498,210.3350407,8.89490934,6.0138
68520,210.4115967,1.54458351,4.2777
68523,210.4312162,-45.60337069,4.4632
68537,210.4612702,68.6786852,6.4838
68567,210.5506873,45.75364743,6.4267
68581,210.5950114,-27.42976275,5.6282
68594,210.6331576,9.68626599,6.3275
68637,210.749064,50.97182549,6.1722
68641,210.7571095,-31.68419562,6.287
68643,210.7674249,-17.36698962,6.4658
68670,210.8607293,-56.21338131,6.0878
68673,210.8645594,-41.42330435,6.067
68682,210.8845872,10.78751788,6.4115
68687,210.9032868,7.5462128,6.4111
68702,210.9560192,-60.37297887,0.5366
68705,210.971239,-22.42161692,6.4079
68707,210.9823432,4.90098001,6.331
68756,211.0976081,64.3758087,3.6452
68776,211.1560409,2.29752933,6.4432
68815,211.3337559,-76.79667657,5.074
68842,211.4438783,-54.66930131,6.2697
68862,211.5116083,-41.17958028,4.2873
68872,211.5454661,-43.09161927,6.3448
68895,211.5927873,-26.68201863,3.4187
68902,211.604836,-59.71590247,6.4555
68933,211.6721859,-36.36869558,2.2226
68940,211.6787782,-9.31352502,5.5468
68956,211.7353429,74.59375011,6.4823
69011,211.9201586,-48.70395868,6.4337
69038,211.9822775,43.85452476,5.097
69068,212.072317,49.45802062,5.341
69090,212.1154464,-74.85072341,6.1426
69112,212.2125372,77.5474331,4.9527
69113,212.2162602,-43.47073651,6.1784
69122,212.2344442,-59.27667037,6.3561
69174,212.3960937,-51.50464551,5.9574
69191,212.4789858,-53.43872569,4.9002
69226,212.5997855,25.09182294,4.928
69241,212.628797,-70.30545034,6.1678
69269,212.7103477,-16.30200337,5.015
69298,212.7580513,-69.71926771,6.1288
69316,212.8130689,32.29579901,6.3022
69373,213.0168897,69.43266856,5.2687
69389,213.0659598,2.40949639,4.9532
69415,213.1918045,-27.2611,5.2345
69427,213.2239212,-10.27404387,4.3251
69458,213.3051996,-26.6122663,6.3969
69462,213.3184193,-53.66565129,5.6781
69483,213.3706242,51.78999063,4.5711
69491,213.4160134,-54.6256,6.1065
69493,213.4194541,-0.84512423,5.9996
69536,213.5222159,12.95957663,5.6471
69564,213.5895331,-5.94792038,6.488
69569,213.5981891,41.51901561,6.3963
69592,213.6705712,21.87341018,6.438
69598,213.6781755,-41.83744842,5.7745
69612,213.7119274,10.10100971,5.4469
69614,213.7210332,3.33593817,6.46
69618,213.738183,-57.08607537,5.0166
69623,213.7553245,-29.2818687,6.1142
69658,213.850471,-18.20066168,5.5416
69671,213.9107486,-45.00042119,6.4355
69673,213.9181141,19.18727046,0.1114
69701,214.0036872,-5.99952605,4.1854
69713,214.0419564,51.36701401,4.8082
69732,214.0965682,46.08791912,4.2074
69735,214.1015867,39.74469361,6.4715
69747,214.1257438,-3.19622581,6.1559
69751,214.1371986,20.12207648,6.3659
69763,214.1613581,-66.58788092,5.7257
69792,214.2658023,-18.58568056,6.3785
69818,214.3381732,51.30739219,6.2238
69829,214.3685109,15.26336085,5.9225
69862,214.4550413,48.00209648,6.4208
69879,214.4992336,35.50947079,4.966
69896,214.55821,-81.00760153,4.9613
69929,214.6595676,-18.71588129,5.8748
69965,214.754692,-25.81631736,5.973
69974,214.7775079,-13.37116638,4.5624
69977,214.7798868,-27.14115429,6.4671
69989,214.8175704,13.00437708,5.4905
69995,214.8496456,-37.00280677,5.9688
69996,214.8509698,-46.05808389,3.4849
70012,214.8856229,-2.26534361,5.3055
70022,214.9207196,0.38436358,6.248
70027,214.9388368,16.30680123,5.0121
70029,214.9488259,38.79407652,6.3413
70035,214.9654323,-61.27275712,5.2906
70054,215.0404568,-43.058862,5.7092
70069,215.0814699,-56.38647908,4.3627
70090,215.1394973,-37.88526721,4.0385
70104,215.1772955,-45.18688154,4.8528
70236,215.5584464,29.36998425,6.4081
70243,215.5822395,-34.78679127,5.5414
70248,215.596654,-80.10891106,5.029
70264,215.6546737,-58.45915834,4.9105
70270,215.6613324,-48.31984612,6.0566
70300,215.7594054,-39.51176601,4.3518
70306,215.7746158,-27.75373397,4.9395
70310,215.7788459,25.3380182,6.3123
70319,215.8131431,1.24272923,6.3838
70325,215.8344337,-50.77223445,6.1862
70327,215.8447501,8.44664063,4.8776
70336,215.8567933,-11.71389998,6.3858
70363,215.9526583,-53.17620979,6.1625
70384,216.0036675,8.2440044,5.9644
70400,216.0474601,5.82011472,5.1457
70414,216.0764126,8.08484606,6.3439
70418,216.0924058,-82.84822326,6.4252
70469,216.2027519,-24.8062664,5.5022
70492,216.2764134,-68.1953238,5.6842
70497,216.3000805,51.85171355,4.1514
70517,216.3714495,38.39310014,6.4404
70528,216.4158384,-66.17288278,6.413
70574,216.5343128,-45.22138977,4.5093
70576,216.5450068,-45.37926059,4.4387
70602,216.6142012,19.22683486,5.4698
70626,216.707871,-39.87393342,6.3344
70638,216.7322534,-83.66785298,4.4667
70657,216.7796385,-65.82161153,5.9948
70663,216.8012481,-46.13406511,5.9009
70680,216.8517686,-6.12019159,6.2112
70692,216.8813442,75.69593924,4.3883
70753,217.0435137,-29.49157968,4.9519
70755,217.0509183,-2.22795072,4.9445
70762,217.0685662,36.19701897,6.3836
70791,217.1587003,49.84496416,5.7362
70794,217.173878,-6.9004141,5.5524
70809,217.2163627,-47.99203891,6.3666
70874,217.4044755,-76.72901382,6.2266
70892,217.4570181,31.79117127,6.0672
70894,217.4604565,0.8289115,6.0173
70915,217.5360841,-45.32128782,5.4832
70931,217.5874694,-49.51892675,5.4065
70949,217.6891189,4.77231674,6.1508
70952,217.692915,63.18576412,6.1983
70987,217.79515,-38.86977699,6.1552
71002,217.8182752,-67.71705393,5.994
71040,217.9286173,60.22558808,6.3305
71053,217.957741,30.37114492,3.7331
71075,218.0198242,38.30788378,3.098
71094,218.0844651,26.67734249,6.0679
71111,218.1288739,55.39804581,5.8582
71115,218.1359248,22.2599608,5.997
71121,218.1545145,-50.45712141,4.371
71154,218.2900978,-30.714972,6.2319
71182,218.3748757,-52.6794809,6.0365
71184,218.3852951,-54.99861561,5.9687
71196,218.4109123,79.66022304,6.4256
71243,218.5484742,32.53446286,6.417
71277,218.6604915,36.62617708,6.1657
71280,218.6652568,49.36823174,5.8487
71284,218.6695435,29.74480723,4.547
71352,218.8768812,-42.15774569,2.2729
71353,218.8812409,-41.51738044,5.8581
71419,219.0794035,-46.24549139,5.6764
71429,219.1005804,-39.59734914,6.2968
71453,219.1839611,-40.21152646,5.7072
71469,219.2512328,-12.30623567,6.2977
71500,219.3340227,-46.1334142,5.5812
71502,219.3366014,-46.12960774,5.8569
71530,219.4449861,-67.93132797,6.1435
71536,219.4718799,-49.42575766,3.9964
71568,219.5527994,43.64205302,5.8645
71571,219.5583551,18.29853584,6.0691
71573,219.5633546,54.02338562,5.8369
71581,219.5805675,-38.79413342,6.1766
71618,219.7095068,44.40454493,5.4092
71639,219.7958941,-46.58395611,6.1725
71658,219.8526765,-49.05501512,6.4782
71681,219.9141246,-60.83948046,1.2429
71683,219.9204081,-60.83514522,0.1373
71729,220.0911819,21.97577035,6.2305
71746,220.136555,-56.44074032,6.4664
71759,220.1765012,13.53436152,5.996
71762,220.1815036,16.41830176,4.5038
71783,220.2558894,-36.13484313,5.6488
71795,220.2871683,13.72833156,3.7971
71832,220.4114857,8.16175623,5.0289
71837,220.4317315,11.66093496,5.7131
71853,220.4635319,-30.93311966,6.3577
71860,220.482391,-47.38814121,2.2296
71861,220.4830538,-58.61573462,6.314
71865,220.4900532,-37.79342377,3.9422
71870,220.4990064,-77.01142195,6.3357
71876,220.5131553,61.26198748,6.3117
71908,220.6278545,-64.97456951,3.2465
71957,220.7648428,-5.65742908,3.9589
71974,220.8065232,-24.99773106,5.7097
71995,220.8557162,26.52789084,4.8689
72000,220.8672745,-62.96665963,6.3663
72010,220.9145145,-35.17322536,4.2045
72012,220.9351855,40.45920326,5.867
72097,221.2315407,-58.47738927,6.2694
72104,221.2466461,-35.19182067,4.9325
72105,221.2468785,27.07417376,2.5167
72121,221.2956919,-55.60162146,6.0826
72122,221.2989178,-1.41752623,6.1429
72124,221.3070048,32.78850995,6.3553
72125,221.3104053,16.96440283,4.7668
72131,221.321861,-62.87545283,5.4362
72139,221.3357309,18.88491003,6.3023
72154,221.3759522,0.7172901,5.6788
72194,221.4907497,-15.45954455,6.4887
72197,221.5007411,-25.44291578,5.0285
72208,221.5249888,15.13174115,5.5986
72210,221.5281351,-23.15286215,5.96
72220,221.5624663,1.89293837,3.7371
72250,221.6209495,-47.44108014,5.7662
72290,221.755461,-52.38331769,5.3855
72296,221.7710771,-38.29043775,6.0513
72308,221.8024689,-52.20524918,6.1048
72310,221.8069089,-21.32487795,6.1678
72323,221.8440001,-25.62423338,5.6031
72338,221.8837745,-43.55677497,6.4681
72357,221.9365885,-26.08748011,5.3937
72370,221.9655254,-79.0447123,3.9796
72373,221.9788398,-12.83978176,6.4955
72378,221.9898525,-26.64613354,5.7699
72412,222.0975389,24.36673666,6.2546
72432,222.1585716,-36.63458523,5.7201
72438,222.185672,-66.59353607,5.88
72449,222.2254148,-0.84769527,6.1482
72469,222.2788746,37.81091281,6.2392
72471,222.279871,-56.66753846,6.381
72487,222.3278143,46.11639332,5.8715
72488,222.3281599,-24.25146962,5.8411
72489,222.3295457,-14.14898593,5.3339
72518,222.4044224,-68.93615806,6.4677
72524,222.4223399,48.72056261,5.7747
72552,222.4932766,28.61583339,5.8214
