HIP,Radeg,Dedeg,Hpmag
27316,86.80479036,14.48842435,5.7503
27317,86.80552105,-54.36073127,6.3238
27319,86.81116581,42.52695873,6.4512
27321,86.82118072,-51.06671341,3.9077
27325,86.82787283,-35.67422021,6.4499
27338,86.8591557,17.72915257,5.5454
27341,86.86207341,-10.53291693,6.0892
27364,86.92877026,13.89963146,5.2279
27366,86.93911657,-9.66960181,2.0065
27386,87.00096502,6.45421054,5.3227
27421,87.09317746,20.86952431,6.0194
27435,87.14543491,-4.09408812,6.0977
27468,87.25399701,24.56755405,5.0445
27472,87.26948754,62.80819579,6.223
27483,87.29358147,39.18113366,4.678
27511,87.3872645,12.65136601,4.8712
27517,87.40231139,-14.48355008,5.6458
27530,87.45657006,-56.16648846,4.6622
27533,87.4729562,-22.97192395,5.894
27534,87.47313957,-66.90123062,5.0585
27549,87.51115284,9.87122223,5.9456
27560,87.55441817,4.4234991,6.1064
27566,87.56999732,-79.36152281,5.4416
27581,87.62043129,14.30569868,5.7182
27583,87.62012004,-52.76790535,6.4682
27588,87.62510593,2.02471661,6.0966
27621,87.72174415,-52.10868735,5.3293
27625,87.73423288,51.51469873,6.4551
27628,87.73980343,-35.76929221,3.2833
27629,87.74213268,27.96783328,5.7547
27639,87.76004258,37.3056819,4.8122
27654,87.82980354,-20.87751377,3.9262
27658,87.84159755,-7.51800247,5.2864
27661,87.85727002,32.12469593,6.3224
27670,87.86923587,-22.92684355,6.3267
27673,87.87246931,39.14847991,4.1381
27713,88.03221078,-9.04197865,5.9961
27731,88.07189955,58.96413915,6.1325
27737,88.08409183,-57.15600002,6.0677
27743,88.092926,14.17179381,5.5857
27747,88.0975383,19.86785609,6.0762
27750,88.110178,1.85515775,4.9281
27766,88.13817704,-37.63099076,5.7862
27777,88.16527693,39.5747224,6.4378
27778,88.16700075,33.91744082,6.1211
27795,88.23119922,68.47165115,6.3807
27810,88.2786847,-33.80143944,4.8321
27830,88.33184837,27.61228508,4.5611
27890,88.52458412,-63.09102105,4.8015
27900,88.55562624,10.58642133,6.2637
27901,88.55852071,-29.14710147,6.4297
27902,88.56551371,3.22576811,6.4614
27913,88.59618362,20.27641465,4.5219
27937,88.67134844,-49.62704329,6.0574
27938,88.68160639,-11.77426099,5.7444
27939,88.6834938,0.96861504,6.1595
27947,88.70878536,-52.63607277,5.3642
27949,88.71160769,55.70690476,4.9918
27955,88.71872483,-39.95790959,5.6606
27965,88.73619419,19.74962371,5.8677
27971,88.74093761,59.88841228,5.2145
27973,88.7459185,31.70193288,5.9493
27989,88.79287149,7.40703653,0.4997
28010,88.87454282,-37.12060939,5.1402
28011,88.87564824,-4.61649645,6.0352
28019,88.89740395,-4.78851596,6.304
28085,89.05915106,-22.84005499,6.1175
28098,89.08726171,-31.38245486,5.6132
28103,89.10132629,-14.16803817,3.7888
28110,89.11681567,9.5094191,5.9701
28117,89.14069909,28.94227128,6.4213
28139,89.20578091,11.52119572,6.0632
28154,89.23382297,24.24969574,6.1182
28199,89.38421622,-35.28330684,4.3092
28205,89.39562109,66.09612886,6.3859
28232,89.47711066,1.22430696,6.3432
28237,89.49857357,25.95391581,4.7985
28252,89.54876567,-0.99396824,6.3747
28271,89.60183011,1.83712773,5.9578
28287,89.65648631,-44.03458552,5.9845
28296,89.70658756,0.55297374,5.2248
28302,89.72184015,12.80825746,5.8528
28321,89.75445284,-9.38225805,6.2378
28325,89.76794854,-9.55813958,5.0983
28328,89.78662737,-42.81510752,4.1205
28343,89.8407656,49.92454621,6.0667
28358,89.88145942,54.28498163,3.8904
28360,89.88237269,44.94743488,1.9038
28380,89.93015902,37.21276398,2.6103
28385,89.94095441,55.32107207,6.4929
28390,89.94978899,54.54711173,6.3036
28404,89.98375551,45.93675331,4.3115
28413,90.01393969,-3.074077,4.6893
28434,90.07359832,-12.89991178,6.2918
28438,90.07885242,44.59210686,6.3802
28484,90.20499108,-51.2165528,5.7164
28499,90.24399524,47.9019743,5.7169
28500,90.2518917,27.57236723,6.1075
28517,90.29189802,31.03451668,6.2234
28520,90.3046049,-25.41771221,6.064
28524,90.31789223,-33.91177142,5.6569
28532,90.33404927,85.18211795,6.2764
28561,90.42345777,22.40104373,6.3448
28562,90.42938645,48.95946939,6.1208
28574,90.46010793,-10.59793952,4.929
28596,90.53881779,-60.09684973,6.3942
28614,90.59579379,9.6473678,4.1792
28622,90.64085537,-14.49718569,6.3565
28637,90.70245615,49.90578479,6.0397
28644,90.72965543,32.63621115,6.3302
28675,90.81483774,-26.28475064,5.177
28677,90.82447335,42.91188669,6.2471
28686,90.85322767,11.68107723,6.0835
28691,90.86400148,19.69061007,5.1135
28716,90.97993188,20.13845834,4.6946
28734,91.03006859,23.26363208,4.3198
28744,91.05626504,-6.70895031,5.221
28756,91.08448519,-32.17272398,5.5825
28764,91.11878042,-45.03720229,6.4602
28765,91.12127427,51.57349863,6.4548
28790,91.16736285,-45.07954917,6.0204
28812,91.24244816,5.41996995,5.8371
28814,91.24316612,4.15867686,5.7947
28816,91.24638603,-16.48442703,4.9878
28820,91.26076711,37.96428789,6.4724
28823,91.26425104,42.98198525,5.9839
28829,91.28427332,59.3933307,6.4902
28831,91.28883443,75.58594336,6.4003
28854,91.36258153,-10.24265921,5.9699
28855,91.36320398,-35.51368649,5.8186
28861,91.39125768,33.59907192,6.2081
28874,91.43976542,-24.19551808,6.3572
28899,91.52304854,-29.75852207,5.8133
28908,91.53593262,35.38845797,6.246
28909,91.53900968,-66.03968895,5.7068
28910,91.53889177,-14.93528631,4.689
28930,91.59349082,29.51242521,6.0625
28943,91.63376348,-23.11077632,5.4956
28946,91.64620703,38.48277226,5.4204
28949,91.66141822,-4.19382482,5.3357
28957,91.67111608,-42.29879721,6.2248
28984,91.73965417,-21.8122903,5.7503
28991,91.76401191,-62.15441125,5.2044
28992,91.7652857,-34.31202176,5.8024
29025,91.86149797,41.85432944,6.3152
29034,91.88180029,-37.25292082,4.9753
29038,91.89300744,14.76852309,4.3588
29048,91.92345905,-19.16600387,5.372
29064,91.97028169,-42.15400151,5.5105
29129,92.1443195,-44.35622834,6.2136
29134,92.18476735,-68.84345723,5.031
29150,92.24111382,-22.42728323,5.4933
29151,92.24126831,2.4997267,5.7324
29178,92.33414892,-18.12633343,6.3555
29196,92.38517297,22.19027385,6.0535
29205,92.39389056,-14.58469058,5.7277
29210,92.40089479,-5.71143317,6.244
29225,92.43327249,23.11346968,5.7995
29233,92.44648876,-26.70111774,6.4336
29234,92.44960988,-22.77449024,5.8084
29246,92.49581134,58.9356486,5.5222
29263,92.54341629,-40.35396996,5.5869
29271,92.55918066,-74.75252786,5.2164
29276,92.57463773,-54.96866063,4.637
29294,92.64452689,-27.15420415,5.8769
29304,92.66637008,-45.28200678,6.288
29323,92.75506956,-6.75419291,6.168
29347,92.80689989,-26.48211369,6.0791
29353,92.81256287,-65.5897049,5.0769
29371,92.86630437,13.63860429,6.054
29379,92.88460552,24.420379,5.9977
29388,92.90241095,48.71112469,5.8281
29401,92.93216655,-4.66543163,6.1594
29404,92.9412924,52.64736391,6.327
29417,92.96590068,-6.5502824,4.9864
29426,92.98498649,14.20881433,4.3991
29433,93.00557937,19.79057163,5.7467
29434,93.0136509,16.13044679,4.9122
29450,93.07957868,22.90851937,6.3298
29451,93.08387478,32.69338942,5.8635
29488,93.19304709,-17.76324096,6.4583
29490,93.21271993,65.7184992,5.5162
29546,93.3895312,-29.39574582,6.4923
29569,93.43893102,51.17262359,6.2375
29575,93.47601851,-3.74142328,5.9929
29616,93.61910362,17.90637884,5.9353
29629,93.65294395,-4.56846315,5.7712
29650,93.71223287,19.15688947,5.2959
29651,93.71390174,-6.27472754,4.1465
29655,93.71956913,22.5068238,3.2945
29678,93.78523888,13.85107237,5.8291
29679,93.78500458,-20.27226055,6.031
29692,93.82379582,-18.47701269,6.1494
29696,93.84473569,29.49871207,4.4867
29704,93.85469537,16.14320601,5.3072
29705,93.85898495,-9.03575107,6.0723
29711,93.87358246,-4.9146356,6.0283
29716,93.89315527,-0.51165872,5.7306
29728,93.91740569,6.06620803,6.0278
29730,93.9187826,59.99903418,5.5184
29735,93.93699475,-13.71838682,4.9835
29736,93.93735923,12.55107058,5.485
29746,93.97490256,1.16900458,6.4628
29771,94.03206858,-16.61800861,5.9081
29789,94.0793939,23.97004766,6.2392
29800,94.11070865,12.27171048,5.1382
29807,94.13806383,-35.14073125,4.5365
29808,94.14833027,-39.26434879,6.0551
29840,94.24460584,23.74091549,6.3679
29842,94.25512538,-37.73764951,5.7066
29843,94.2646606,-22.71460065,6.1798
29850,94.2775697,9.94253598,5.4326
29852,94.28988553,-37.25344287,5.9287
29860,94.31770215,5.09969599,5.8305
29895,94.42388589,-16.81591329,5.316
29919,94.47846677,61.5152923,5.0034
29931,94.52337906,14.38284839,6.1428
29941,94.55721571,-19.96699219,5.4529
29982,94.6681364,9.04728425,6.3859
29993,94.70329273,-15.02499387,6.1268
29996,94.71075187,-9.38996329,5.5309
29997,94.71158252,69.32003429,4.7792
30011,94.74573888,-20.92562086,5.7333
30019,94.75769787,17.32527065,6.2459
30028,94.78309458,-8.58601709,6.2177
30060,94.90579434,59.01090542,4.4594
30062,94.90913963,-22.1031442,6.4204
30069,94.92063878,-34.39659519,5.7368
30073,94.92833686,-7.82291006,5.2032
30093,94.99835143,-2.94449042,5.0033
30099,95.01761547,14.65116884,5.7744
30122,95.07827961,-30.06337653,2.9524
30143,95.15099683,-34.14419293,5.4788
30190,95.27262124,-11.81732914,6.4293
30200,95.29963191,29.54092681,6.4334
30214,95.35299082,-11.77324338,5.5389
30217,95.35741833,2.26859053,6.3638
30218,95.35797171,17.7636062,6.4764
30247,95.44211729,53.45239491,5.4401
30272,95.51482562,59.37209791,6.0998
30277,95.52852188,-33.43627292,3.9932
30318,95.65176704,12.57031543,6.0784
30321,95.65929229,-69.98412783,5.6847
30324,95.67494722,-17.95591681,1.8911
30342,95.73278665,-56.36992077,5.6731
30343,95.73996356,22.51385018,2.9141
30352,95.75615379,-63.68317618,6.3756
30376,95.81043264,-31.79031464,6.4746
30382,95.82704135,3.7645126,6.3582
30407,95.89966515,-9.87473888,6.2013
30419,95.94207343,4.59283885,4.4559
30420,95.94226257,-15.07126145,6.3875
30436,95.98297439,-25.57752968,5.7311
30438,95.9878779,-52.69571787,-0.5536
30444,96.00424599,-36.70789659,5.7866
30448,96.00954034,8.88503633,6.2319
30457,96.04313824,-11.53000987,5.372
30463,96.05783027,-60.28139799,5.7871
30468,96.08575244,-12.96194868,6.0988
30503,96.18328947,-28.77981897,6.4992
30505,96.18541149,-40.28397051,6.2931
30520,96.22459115,49.28789884,5.0056
30524,96.23252187,-63.82817384,6.2239
30541,96.30416383,7.08571657,6.2889
30545,96.31836237,-0.94535284,5.9959
30564,96.36739847,14.72200344,6.3267
30565,96.36937908,-69.69078685,5.5411
30566,96.37502173,-35.06404098,6.4078
30570,96.38726004,23.32720868,6.065
30591,96.4318978,-48.17684916,5.7478
30595,96.446412,-3.88902541,6.4964
30602,96.46804155,11.12590782,6.4255
30608,96.49511827,-7.89497468,6.4551
30651,96.60776584,56.28504377,5.5976
30660,96.64352717,-4.59739321,6.1096
30666,96.66496309,-1.50726451,5.8997
30669,96.67773305,-14.60340056,6.4766
30675,96.68687079,-7.51190646,6.3321
30679,96.70366342,58.41741344,5.3358
30700,96.75365907,-4.3556488,6.4469
30703,96.76723238,-58.00210565,5.9884
30711,96.79782087,-25.85597155,6.1742
30717,96.80733232,0.29926638,5.3736
30720,96.81496014,-0.27598678,5.7052
30728,96.83531776,2.90825606,5.7109
30769,96.98620674,20.49628824,6.2371
30772,96.98988348,-4.76214663,4.9912
30788,97.0425727,-32.58012947,4.4188
30794,97.06035828,70.53529101,6.0703
30798,97.06987815,1.91271646,6.463
30804,97.07832187,10.30399948,6.3282
30815,97.11711998,16.23850448,6.3989
30827,97.14203611,30.49306995,5.9029
30836,97.15587249,-17.46603279,5.9273
30840,97.16351894,-32.37129733,5.671
30849,97.17664746,-41.0749113,6.4123
30867,97.20447391,-7.03305166,3.7921
30883,97.24079322,20.21216674,4.0991
30906,97.31172025,2.64629132,6.2561
30932,97.36891566,-56.85284445,5.3654
30953,97.45469375,-50.23895952,5.3084
30972,97.51241713,46.68553561,6.0187
30973,97.51253881,-65.56838742,6.3628
30986,97.5470016,-10.08150617,6.0716
31024,97.64536688,-13.14817601,6.1141
31037,97.69288848,-27.76958914,5.8667
31039,97.69642207,58.16345673,6.018
31056,97.74958027,-40.91628,6.3371
31066,97.78983587,11.25138118,6.13
31068,97.79437639,-61.87957069,6.0991
31072,97.80457223,-35.25886116,5.9704
31079,97.82591384,-51.82620752,5.7004
31084,97.8459152,-12.39190901,5.327
31086,97.8500298,-32.86856533,6.3473
31099,97.89561334,-36.94019662,6.3002
31105,97.90599304,15.90353373,6.4513
31119,97.9512021,11.54434365,5.2842
31121,97.95861444,-8.15818093,5.5935
31125,97.9640342,-23.41843681,4.2586
31137,97.9929655,-58.75384089,5.679
31158,98.07717903,17.78428583,6.4088
31159,98.080109,4.85599488,6.024
31165,98.08888803,-37.69651413,5.4125
31167,98.0963736,-5.86871841,5.6741
31168,98.09697324,11.67360557,6.2399
31173,98.11334494,32.45494036,5.8784
31190,98.16240997,-32.03045402,5.6609
31205,98.19534605,-11.16639662,6.4609
31216,98.22595667,7.33297908,4.5019
31265,98.35963592,-52.32931772,6.3501
31277,98.40072046,14.1553745,5.734
31278,98.40800307,-1.22011046,5.0482
31299,98.45621403,-36.23226751,5.5671
31362,98.64720389,-32.71626096,5.5963
31385,98.69303334,7.57249935,6.45
31407,98.74411392,-52.97563447,4.3706
31416,98.7640827,-22.96483331,4.533
31434,98.80025823,28.022344,5.268
31446,98.8159561,0.89022217,5.7994
31448,98.82331863,9.98835399,6.0515
31457,98.85093456,-36.77993015,5.5514
31469,98.87838597,-22.10900148,6.4885
31509,98.97530176,-36.08845417,6.4667
31564,99.09523978,-18.65994392,5.8699
31579,99.1368239,38.44555222,5.3488
31583,99.1472096,-5.21110833,5.4943
31592,99.17082881,-19.25570935,4.12
31593,99.1711219,-22.61475076,6.307
31599,99.19416826,-13.32097682,6.0762
31617,99.25787435,-38.14661573,6.1875
31637,99.30767522,-36.99068409,5.6824
31646,99.35017874,6.13538032,6.0652
31665,99.40999531,56.85750713,5.8799
31672,99.41812197,2.70427877,6.342
31674,99.41994733,-12.98481243,6.2673
31676,99.42350083,61.48190018,6.0966
31681,99.42792544,16.39941401,1.929
31685,99.44029877,-43.19592397,3.1395
31688,99.44809875,-32.33989052,5.417
31697,99.46960119,4.95666671,6.2041
31700,99.47260805,-18.23745709,4.5975
31703,99.48017792,73.69562939,6.3454
31711,99.50176793,-61.53356402,6.2816
31733,99.58526902,-2.54391236,6.2701
31737,99.59591395,28.98439153,5.7655
31758,99.64763081,-16.87348647,6.0323
31765,99.65680199,-48.22023146,5.209
31766,99.6591139,1.61352426,6.2657
31771,99.66481049,39.3911161,5.8516
31789,99.7049442,39.90258795,5.3219
31813,99.77204914,22.03093992,6.2484
31827,99.81965161,-14.14574685,4.9771
31832,99.83261262,42.48901185,4.9636
31852,99.88801575,28.26315795,5.9973
31859,99.90092435,-23.69564313,6.0508
31870,99.92777374,-30.47002421,5.8707
31876,99.9488565,12.98280244,6.0109
31897,100.0121185,-80.81372258,5.6721
31940,100.1201545,77.995797,5.8765
31945,100.133116,6.37125098,6.4604
31946,100.1343493,71.74875975,6.0418
31978,100.2444216,9.89576028,4.5554
31992,100.2726867,0.49533549,5.7557
32007,100.309057,-40.34987302,6.1131
32012,100.3217386,11.00317903,6.2607
32020,100.3414346,16.3976602,6.2767
32064,100.4848595,-9.16742452,5.3245
32067,100.4967934,6.34541907,6.3393
32091,100.5682987,-38.39879913,6.3609
32104,100.6013433,17.64551379,5.2513
32144,100.6919929,-22.44883601,6.3324
32173,100.7708677,44.52452341,5.1674
32177,100.7775364,3.03382321,6.3418
32190,100.8071833,37.14743053,6.3777
32208,100.847312,-39.193082,6.3661
32226,100.9110245,3.93253477,5.869
32246,100.983041,25.13115545,3.1915
32249,100.9970587,13.22814314,4.6618
32261,101.0478194,53.29642713,6.4529
32268,101.0521665,36.10925864,6.3979
32269,101.0533649,-54.69552339,6.4382
32292,101.118621,-31.07053792,5.1843
32311,101.1894366,28.97098938,5.5643
32332,101.2319747,-70.43377292,6.2604
32339,101.2606761,-30.58641508,6.4933
32349,101.2885411,-16.71314306,-1.0876
32362,101.3226399,12.89605512,3.4417
32366,101.3461678,-31.79292185,6.0286
32368,101.3474053,-23.46248847,6.2078
32385,101.3799618,-30.94899095,5.5752
32402,101.4738385,-52.40971351,5.9362
32411,101.4975049,-14.79608449,5.3291
32434,101.5506482,-37.7753481,6.154
32438,101.5589696,59.44169054,4.8902
32439,101.5602895,79.56627813,5.5505
32463,101.6350786,8.58716897,5.8572
32474,101.6625962,-10.10736175,5.6531
32480,101.684746,43.5770249,5.3677
32489,101.7062267,57.16927031,5.5026
32492,101.7128904,-14.42599553,5.2764
32494,101.7195575,-51.26544929,5.5317
32504,101.756219,-21.01541673,6.0149
32531,101.827958,-55.54004918,5.7139
32533,101.8326847,8.03728286,4.9161
32537,101.8391951,-37.92967248,5.2453
32539,101.8477378,18.19355711,6.3771
32558,101.9050985,-8.99850074,5.1604
32562,101.9149202,48.78946091,5.3919
32578,101.9652367,2.41218881,4.6471
32607,102.0480711,-61.94197967,3.3114
32609,102.0509683,55.7044483,5.6455
32617,102.0795331,-1.31883909,5.8221
32677,102.2405762,-15.144711,5.3632
32682,102.2652374,1.00207184,6.1186
32698,102.3183921,-2.27202797,5.7301
32740,102.4222437,32.60687914,5.8757
32744,102.4333394,-24.07603333,6.3319
32753,102.4576892,16.202913,5.8168
32759,102.4602727,-32.50848753,3.4644
32761,102.4638171,-53.62249222,4.5681
32765,102.477571,-46.61546985,5.2429
32768,102.4839036,-50.61439971,3.1077
32775,102.5042054,-60.24940875,6.2089
32809,102.590721,-17.08455793,5.9175
32810,102.5972908,-31.70609418,5.7596
32814,102.6062489,13.41319497,5.8628
32827,102.6540075,-25.77840884,6.2593
32838,102.6762865,-8.04100328,6.3167
32844,102.6915134,41.78156552,5.1485
32851,102.7075788,-0.54042726,5.8655
32855,102.7181225,-34.36732048,5.1659
32864,102.7378674,67.57192313,5.0838
32912,102.8624126,-70.96347356,5.3734
32921,102.8877076,21.76123161,5.2794
32931,102.914058,3.04206312,6.3962
32938,102.9268742,-36.23012593,6.0046
32968,103.0000492,23.60174249,5.8119
32990,103.0953086,-5.31624394,6.4592
33012,103.1893369,-59.34128784,6.4762
33015,103.1964021,-43.97560684,6.4392
33018,103.1972502,33.96136984,3.6405
33024,103.2061975,8.3804488,5.8251
33040,103.251277,-26.95747335,6.2437
33041,103.255886,38.86913978,6.1925
33044,103.2647517,35.78800831,6.1679
33048,103.2710923,59.44865477,5.4813
33056,103.2815607,44.84008278,6.3095
33064,103.3057042,38.43844858,6.4293
33077,103.3285126,-19.03277891,5.7267
33079,103.3410293,-18.93292948,6.1855
33082,103.3433378,10.99694274,6.4557
33092,103.3871274,-20.22426362,4.7485
33094,103.3906464,-28.53872015,6.1802
33104,103.4260047,68.88829182,5.0746
33126,103.4810651,-24.53875954,6.2415
33133,103.4878085,38.50508605,6.4494
33139,103.5096236,-50.61214092,6.4015
33152,103.5331451,-24.18422314,4.0047
33154,103.5358242,-5.85220175,6.4532
33160,103.547836,-12.03859248,4.2092
33184,103.602738,-1.12696044,5.4954
33189,103.6111859,-42.36561985,6.3385
33202,103.6608073,13.17801647,4.7265
33210,103.6751794,-1.75648519,6.3023
33243,103.7455013,-2.80358697,6.1986
33248,103.7614094,-20.40485099,5.8223
33269,103.8110682,43.91004825,6.239
33271,103.8133886,45.82658772,6.4753
33277,103.8278781,25.37563636,5.8774
33297,103.8942882,8.32429014,6.2936
33302,103.9058291,-20.13659349,4.749
33316,103.9455412,-22.94144955,5.2543
33330,103.9782424,-31.79019558,6.3077
33345,104.0276952,-14.0434465,5.118
33347,104.0342762,-17.05424685,4.369
33357,104.0666213,-48.72116444,5.0215
33372,104.1076781,9.9565997,5.8785
33377,104.1335849,46.27398641,5.8284
33384,104.1436681,-79.42018933,5.4744
33394,104.1904321,-35.34134797,6.4304
33415,104.2338715,46.70553766,6.052
33420,104.2504014,-8.17926618,6.4479
33421,104.2522366,33.68103648,6.0727
33444,104.3046843,57.56324907,6.1505
33449,104.3191604,58.42305978,4.5021
33451,104.3233883,-35.50720102,6.3328
33465,104.3566119,11.90756154,6.359
33478,104.3915374,-24.63105615,5.5373
33485,104.404687,45.09410214,4.9171
33492,104.4276529,-27.53752363,6.1741
33532,104.5314801,-27.1643918,6.2978
33558,104.6046073,-34.11172576,5.018
33575,104.6495975,-25.4141696,5.5362
33579,104.6564442,-28.97208939,1.416
33584,104.6622157,7.62235137,6.2958
33588,104.6658739,-55.72892562,6.4239
33590,104.6739215,-45.76758255,6.2258
33591,104.6821036,-30.99805281,6.3593
33595,104.6979822,26.08085054,6.3145
33603,104.7376118,3.60236435,6.1307
33614,104.7619913,38.05261538,6.1829
33644,104.8340832,7.3169863,6.3064
33650,104.8663958,25.9141866,6.3654
33666,104.9135697,-21.60289585,6.1963
33682,104.9607405,-67.91701197,5.3277
33694,105.0160333,76.97744141,4.695
33703,105.0345228,-20.15843754,6.2786
33715,105.0659351,16.07900536,5.8435
33719,105.0754338,-5.36735737,6.4132
33721,105.0806871,-22.1190693,6.4695
33729,105.0990023,-8.40682459,5.9326
33760,105.1771979,-28.48947372,6.3849
33779,105.214605,-51.40263373,5.2276
33800,105.2715743,-58.94029623,6.0884
33804,105.2747885,-25.21564567,5.5815
33827,105.3391486,70.80833409,5.846
33856,105.4297989,-27.93484165,3.5847
33873,105.4704559,-1.34578776,6.3565
33878,105.4849713,-5.72208146,5.3014
33909,105.5644905,-43.40386904,6.4389
33914,105.5728766,15.33606903,5.9525
33927,105.6032693,24.21544647,5.3494
33929,105.6063404,17.75545525,5.9755
33937,105.6387266,16.67446495,5.9432
33971,105.7282484,-4.23923813,4.916
33977,105.7561397,-23.83330108,3.005
34000,105.8129559,-59.17813559,5.4586
34002,105.8247054,9.13834744,6.0114
34017,105.876477,29.33909353,6.0633
34033,105.9086382,10.95184559,5.2856
34045,105.9395547,-15.63325849,4.0738
34055,105.9650126,12.59425892,6.123
34059,105.9735665,-49.58425785,4.9752
34065,105.9891684,-43.60898402,5.7033
34066,105.9894112,-10.12376713,6.4253
34081,106.0116994,-42.33745367,5.2644
34086,106.0218758,-5.32397109,5.7942
34088,106.0272306,20.57029929,4.1689
34105,106.0763297,-56.74973148,5.1422
34142,106.19601,-22.03160173,6.2525
34168,106.2874504,47.77504359,6.3623
34182,106.3265434,22.63748113,6.0042
34200,106.3835355,-34.77779775,6.2384
34215,106.4125041,9.18583679,5.8898
34217,106.4159454,52.75868516,6.21
34234,106.4568408,-10.66008292,6.4824
34248,106.5020518,-30.65572875,6.292
34253,106.5094184,-38.38288819,6.2292
34267,106.5484602,34.47408672,5.7102
34297,106.6498645,-12.39395333,6.4538
34301,106.6698691,-11.29401908,5.4112
34318,106.7186822,-24.96058063,6.2399
34338,106.7770029,4.91059836,6.0625
34339,106.7795246,-40.89329571,5.745
34349,106.8054209,-51.968388,6.1204
34350,106.8178491,-59.71643862,6.4237
34358,106.8433808,34.00936143,6.0661
34360,106.8441215,-23.84073455,5.7159
34367,106.8536759,28.17669548,6.4504
34387,106.9561868,7.47129503,5.9066
34428,107.0553254,33.8324565,6.4635
34440,107.0918434,15.93092609,5.6405
34444,107.0978587,-26.39320762,1.9628
34462,107.1510311,37.44513197,6.3555
34473,107.176417,-70.49734589,5.7817
34481,107.1867697,-70.49919404,3.9295
34495,107.2128182,-39.65567373,4.768
34536,107.3343774,-10.34657442,6.2273
34561,107.3890235,-16.23450771,6.0568
34579,107.4292807,-25.23104376,5.6324
34617,107.5389872,-18.68559665,6.3262
34622,107.557008,-4.23763555,5.0791
34624,107.5805278,-27.49152441,5.6244
34670,107.6979114,-48.93257702,5.275
34693,107.7849646,30.24528088,4.5603
34722,107.8461671,26.85666905,5.7979
34724,107.8484649,-0.30190571,5.5135
34752,107.9137183,39.32054372,5.037
34758,107.9233787,-20.88311571,5.8325
34768,107.9641269,5.65471522,6.0705
34769,107.9660847,-0.49278066,4.1544
34780,108.0082556,-63.19005418,6.0323
34782,108.0171628,-30.82142081,6.1691
34789,108.0312681,5.47436173,6.3135
34798,108.0509094,-25.94260951,5.8611
34802,108.0659212,-40.49877862,5.3261
34817,108.1076253,-36.54439917,5.8963
34819,108.1099497,24.12870312,5.9435
34834,108.1405872,-46.7595645,4.5642
34888,108.2799809,-11.25136048,5.9022
34899,108.3057133,-45.18252481,4.8819
34909,108.3427794,16.15906772,5.0026
34912,108.3474725,51.42871259,5.5176
34914,108.3500402,-22.67414601,6.1169
34922,108.3842956,-44.64052961,4.1465
34924,108.401881,-27.35637399,6.0324
34940,108.4516149,-22.90578608,6.272
34954,108.4889196,-30.33980174,6.2557
34975,108.5452945,-3.90175901,6.0626
34981,108.5634017,-26.35251637,4.3786
34982,108.5646773,-9.94753957,6.0592
34987,108.5836068,3.11142119,5.5307
34999,108.6177303,-10.31624855,5.9606
35005,108.6360432,12.11586577,5.8701
35020,108.6589353,-48.27192837,4.7296
35025,108.6747688,24.88520199,5.9465
35029,108.691774,-46.84967234,5.6878
35037,108.7027568,-26.77268606,3.9854
35044,108.7132842,-27.03792376,5.7432
35054,108.7381265,-41.42641743,5.8946
35083,108.8378344,-30.68647457,5.3003
35084,108.8386151,-52.49951779,6.1274
35120,108.914234,7.97773709,5.8047
35127,108.9300992,-10.58360304,6.1144
35132,108.947104,-23.74031172,6.3426
35136,108.9588052,47.24041625,5.6685
35146,108.9792495,59.63809565,5.3698
35152,108.9882305,27.8974264,5.8356
35180,109.0607513,-15.5856548,5.4899
35181,109.0644668,-46.77461105,5.7866
35202,109.1327372,-38.31894022,5.7621
35205,109.1458394,-27.88127338,4.7283
35210,109.1534873,-23.31560126,4.9479
35213,109.1599062,-23.31105202,6.0994
35226,109.2058989,-36.59264814,4.9692
35228,109.2076282,-67.95717269,4.1197
35241,109.2383969,-30.89694596,6.3672
35264,109.2856839,-37.09748688,2.8296
35301,109.3819895,-6.68002606,6.4093
35304,109.3905015,52.1311146,6.0941
35326,109.4500534,-26.79755946,6.3926
35341,109.5092708,40.8833628,5.9277
35345,109.5170586,30.95592657,6.193
35347,109.5177377,-43.9867725,5.8208
35350,109.5233617,16.54047524,3.6148
35363,109.57667,-36.73396774,4.6661
35384,109.6332459,49.46474639,5.0523
35393,109.6396662,-39.21030722,5.2607
35406,109.6591365,-36.74274941,5.0554
35412,109.6682534,-24.55870784,4.8557
35415,109.6770329,-24.95438478,4.3329
35427,109.7136629,-26.58587073,5.456
35442,109.7580052,-19.28031126,6.2065
35463,109.8070663,-33.727146,6.4629
35476,109.8432171,2.74071981,6.057
35487,109.8670061,-16.39491269,5.7864
35509,109.9483732,7.14309133,6.0267
35548,110.0284986,15.14297223,6.4583
35550,110.0307888,21.98233983,3.6031
35564,110.0894079,-52.3118831,5.6053
35589,110.1617283,-52.08592535,5.3577
35611,110.2288294,-26.96385121,5.9357
35615,110.2428829,-14.36048863,5.7517
35623,110.2629707,42.65599941,6.4687
35626,110.2680853,-25.89167599,5.9069
35643,110.3230805,45.22817019,5.8251
35699,110.4870808,20.44371642,5.2102
35707,110.5085367,-8.97941197,6.3542
35710,110.5112019,36.76063792,5.285
35712,110.5144895,0.17712538,5.9709
35727,110.5563752,-19.01658448,4.9465
35735,110.5716099,59.9019585,6.4298
35737,110.5774653,-2.97916005,6.37
35749,110.6058205,-5.98280795,5.9136
